"","X","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Alley","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","RoofMatl","Exterior1st","Exterior2nd","ExterQual","ExterCond","BsmtQual","BsmtCond","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageCars","GarageArea","GarageQual","GarageCond","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MoSold","YrSold","SaleType","SaleCondition","HouseAge","GarageAge","RemodAddAge","SalePriceThousands"
"406",406,1,20,"RL",0,9991,NA,"Sawyer","Feedr","Norm","1Fam","1Story",4,4,"CompShg","Plywood","Plywood","TA","TA","TA","TA","BLQ",1116,"Unf",0,165,1281,"GasA","SBrkr",1620,0,0,1620,1,0,2,0,3,1,"TA",8,"Min1",1,"Attchd",2,490,"TA","TA",120,78,0,0,0,0,NA,"GdWo",6,2009,"WD","Normal",33,16,16,150
"407",407,1,50,"RL",51,10480,NA,"SWISU","Norm","Norm","1Fam","1.5Fin",6,5,"CompShg","MetalSd","MetalSd","TA","TA","TA","TA","Unf",0,"Unf",0,1064,1064,"GasA","FuseA",1166,0,473,1639,0,0,1,0,3,1,"TA",6,"Maj2",0,"Detchd",1,240,"TA","TA",0,0,0,0,0,0,NA,NA,3,2008,"WD","Normal",72,72,58,115
"408",408,1,70,"RL",63,15576,NA,"Crawfor","Norm","Norm","1Fam","2Story",6,7,"CompShg","Wd Sdng","Plywood","TA","TA","Gd","TA","Unf",0,"Unf",0,840,840,"GasA","SBrkr",840,840,0,1680,0,0,2,0,4,1,"TA",8,"Typ",0,"Attchd",1,308,"TA","TA",0,0,160,0,0,0,NA,NA,3,2008,"WD","Normal",93,48,32,177
"409",409,1,60,"RL",109,14154,NA,"NridgHt","Norm","Norm","1Fam","2Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Ex","Gd","Unf",0,"Unf",0,1063,1063,"GasA","SBrkr",1071,1101,0,2172,0,0,2,1,3,1,"Gd",9,"Typ",1,"Attchd",3,947,"TA","TA",192,62,0,0,0,0,NA,NA,8,2007,"New","Partial",1,1,1,280
"410",410,1,60,"FV",85,10800,NA,"Somerst","Norm","Norm","1Fam","2Story",8,5,"CompShg","VinylSd","VinylSd","Gd","TA","Ex","TA","GLQ",789,"Unf",0,245,1034,"GasA","SBrkr",1050,1028,0,2078,1,0,2,1,3,1,"Ex",8,"Typ",1,"Attchd",3,836,"TA","TA",0,102,0,0,0,0,NA,NA,4,2008,"New","Partial",1,0,0,339.75
"411",411,1,20,"RL",68,9571,NA,"Edwards","Norm","Norm","1Fam","1Story",5,3,"CompShg","BrkComm","Brk Cmn","TA","Fa","TA","Fa","Unf",0,"Unf",0,1276,1276,"GasA","FuseA",1276,0,0,1276,0,0,1,0,3,1,"TA",5,"Mod",0,"Attchd",1,350,"TA","TA",0,0,0,0,0,0,NA,NA,6,2009,"COD","Abnorml",51,51,51,60
"412",412,1,190,"RL",100,34650,NA,"Gilbert","Norm","Norm","2fmCon","1Story",5,5,"CompShg","Wd Sdng","Wd Sdng","TA","TA","TA","TA","Rec",1056,"Unf",0,0,1056,"GasA","SBrkr",1056,0,0,1056,1,0,1,0,3,1,"TA",5,"Typ",0,"Attchd",2,572,"TA","TA",264,0,0,0,0,0,NA,NA,1,2006,"WD","Normal",51,51,51,145
"413",413,1,20,"FV",0,4403,NA,"Somerst","Norm","Norm","1Fam","1Story",7,5,"CompShg","MetalSd","MetalSd","Ex","TA","Ex","TA","GLQ",578,"Unf",0,892,1470,"GasA","SBrkr",1478,0,0,1478,1,0,2,1,2,1,"Gd",7,"Typ",1,"Attchd",2,484,"TA","TA",0,144,0,0,0,0,NA,NA,6,2010,"New","Partial",1,1,1,222
"414",414,1,30,"RM",56,8960,"Grvl","OldTown","Artery","Norm","1Fam","1Story",5,6,"CompShg","WdShing","Wd Shng","TA","TA","TA","TA","Unf",0,"Unf",0,1008,1008,"GasA","FuseA",1028,0,0,1028,0,0,1,0,2,1,"TA",5,"Typ",1,"Detchd",2,360,"TA","TA",0,0,130,0,0,0,NA,NA,3,2010,"WD","Normal",83,83,60,115
"415",415,1,60,"RL",59,11228,NA,"SawyerW","Norm","Norm","1Fam","2Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","BLQ",50,"GLQ",531,499,1080,"GasA","SBrkr",1080,1017,0,2097,0,1,2,1,3,1,"Gd",9,"Typ",1,"Attchd",3,678,"TA","TA",196,187,0,0,0,0,NA,NA,12,2008,"WD","Normal",15,15,15,228
"416",416,1,20,"RL",73,8899,NA,"Gilbert","Norm","Norm","1Fam","1Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","GLQ",24,"Unf",0,1316,1340,"GasA","SBrkr",1340,0,0,1340,0,0,2,0,3,1,"Gd",6,"Typ",0,"Attchd",2,396,"TA","TA",100,30,0,0,0,0,NA,NA,8,2007,"New","Partial",0,0,0,181.134
"417",417,1,60,"RL",74,7844,NA,"Sawyer","Norm","Norm","1Fam","2Story",6,7,"CompShg","HdBoard","HdBoard","TA","TA","TA","TA","ALQ",209,"Unf",0,463,672,"GasA","SBrkr",672,728,0,1400,0,0,1,1,3,1,"TA",6,"Typ",1,"Attchd",2,440,"TA","TA",0,0,0,0,0,0,NA,NA,3,2006,"WD","Normal",28,28,28,149.5
"418",418,1,70,"RL",86,22420,NA,"Crawfor","Feedr","Norm","1Fam","2Story",6,6,"CompShg","Wd Sdng","Stucco","TA","TA","Gd","TA","BLQ",1128,"Unf",0,242,1370,"GasW","FuseA",1370,1254,0,2624,1,0,2,1,4,1,"TA",10,"Typ",1,"Detchd",3,864,"TA","TA",0,0,0,0,0,0,NA,NA,11,2007,"WD","Normal",89,89,57,239
"419",419,1,50,"RL",60,8160,NA,"Edwards","Norm","Norm","1Fam","1.5Fin",5,6,"CompShg","MetalSd","MetalSd","TA","TA","TA","TA","ALQ",312,"Unf",0,444,756,"GasA","FuseF",756,378,0,1134,1,0,1,1,3,1,"TA",7,"Typ",0,"Detchd",1,240,"TA","TA",0,0,0,0,0,0,NA,NA,4,2007,"WD","AdjLand",67,67,57,126
"420",420,1,20,"RL",65,8450,NA,"NAmes","Norm","Norm","1Fam","1Story",5,6,"CompShg","VinylSd","VinylSd","TA","TA","TA","TA","BLQ",775,"Unf",0,281,1056,"GasA","SBrkr",1056,0,0,1056,1,0,1,0,3,1,"TA",6,"Typ",1,"Attchd",1,304,"TA","TA",0,85,184,0,0,0,NA,NA,7,2010,"WD","Normal",42,42,42,142
"421",421,1,90,"RM",78,7060,NA,"Mitchel","Norm","Norm","Duplex","SFoyer",7,5,"CompShg","VinylSd","VinylSd","TA","Gd","Gd","Gd","GLQ",1309,"Unf",0,35,1344,"GasA","SBrkr",1344,0,0,1344,2,0,2,0,2,2,"TA",8,"Typ",0,"Attchd",4,784,"TA","TA",0,0,0,0,0,0,NA,NA,11,2008,"WD","Alloca",11,11,10,206.3
"422",422,1,20,"RL",0,16635,NA,"NWAmes","Norm","Norm","1Fam","1Story",6,7,"CompShg","CemntBd","CmentBd","Gd","TA","Gd","TA","ALQ",1246,"Unf",0,356,1602,"GasA","SBrkr",1602,0,0,1602,0,1,2,0,3,1,"Gd",8,"Typ",1,"Attchd",2,529,"TA","TA",240,0,0,0,0,0,NA,NA,6,2009,"WD","Normal",32,32,9,215
"423",423,1,20,"RL",100,21750,NA,"Mitchel","Artery","Norm","1Fam","1Story",5,5,"CompShg","HdBoard","HdBoard","TA","TA","TA","TA","Unf",0,"Unf",0,988,988,"GasA","FuseA",988,0,0,988,0,0,1,0,2,1,"TA",4,"Typ",0,"Attchd",2,520,"TA","TA",0,0,0,0,0,0,NA,NA,2,2008,"WD","Normal",54,54,54,113
"424",424,1,60,"RL",80,9200,NA,"NoRidge","Norm","Norm","1Fam","2Story",8,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","GLQ",986,"Unf",0,484,1470,"GasA","SBrkr",1470,1160,0,2630,1,0,2,1,4,1,"Gd",8,"Typ",1,"Attchd",3,696,"TA","TA",0,66,0,0,0,0,NA,NA,6,2008,"WD","Normal",10,10,10,315
"425",425,1,20,"RL",72,9000,NA,"NAmes","Norm","Norm","1Fam","1Story",6,5,"CompShg","Wd Sdng","Wd Sdng","TA","TA","Gd","TA","LwQ",616,"Unf",0,580,1196,"GasA","FuseA",1196,0,0,1196,1,0,1,0,2,1,"TA",6,"Typ",1,"Attchd",1,297,"TA","TA",0,44,0,0,0,0,NA,NA,5,2008,"WD","Normal",52,52,52,139
"426",426,1,60,"RM",60,3378,"Grvl","OldTown","Norm","Norm","1Fam","2Story",7,8,"CompShg","HdBoard","HdBoard","TA","Gd","TA","TA","Unf",0,"Unf",0,651,651,"GasA","SBrkr",707,682,0,1389,0,0,1,1,3,1,"TA",6,"Typ",2,"Detchd",1,240,"TA","TA",0,0,126,0,0,0,NA,NA,9,2009,"WD","Normal",63,62,17,135
"427",427,1,80,"RL",0,12800,NA,"SawyerW","Norm","Norm","1Fam","SLvl",7,5,"CompShg","Wd Sdng","Wd Sdng","Gd","TA","Gd","TA","GLQ",1518,"Unf",0,0,1518,"GasA","SBrkr",1644,0,0,1644,1,1,2,0,2,1,"Gd",5,"Typ",1,"Attchd",2,569,"TA","TA",80,0,0,0,396,0,NA,NA,8,2009,"WD","Normal",20,20,20,275
"428",428,1,20,"RL",77,8593,NA,"NAmes","Norm","Norm","1Fam","1Story",4,6,"CompShg","MetalSd","MetalSd","TA","TA","TA","TA","Rec",288,"Unf",0,619,907,"GasA","SBrkr",907,0,0,907,0,0,1,0,3,1,"TA",5,"Typ",0,"Detchd",1,352,"TA","TA",0,0,0,0,0,0,NA,NA,7,2008,"WD","Normal",51,44,51,109.008
"429",429,1,20,"RL",64,6762,NA,"CollgCr","Norm","Norm","1Fam","1Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","GLQ",664,"Unf",0,544,1208,"GasA","SBrkr",1208,0,0,1208,1,0,2,0,2,1,"Gd",6,"Typ",0,"Attchd",2,628,"TA","TA",105,54,0,0,0,0,NA,NA,9,2007,"New","Partial",0,0,0,195.4
"430",430,1,20,"RL",130,11457,NA,"Timber","Norm","Norm","1Fam","1Story",6,5,"CompShg","HdBoard","HdBoard","TA","TA","Gd","TA","GLQ",1005,"Unf",0,387,1392,"GasA","SBrkr",1412,0,0,1412,1,0,2,0,3,1,"Gd",6,"Typ",1,"Attchd",2,576,"TA","TA",0,0,169,0,0,0,NA,NA,3,2009,"WD","Normal",21,21,21,175
"431",431,1,160,"RM",21,1680,NA,"BrDale","Norm","Norm","Twnhs","2Story",6,5,"CompShg","HdBoard","HdBoard","TA","TA","TA","TA","ALQ",387,"Unf",0,96,483,"GasA","SBrkr",483,504,0,987,0,0,1,1,2,1,"TA",4,"Typ",0,"Detchd",1,264,"TA","TA",0,0,0,0,0,0,NA,NA,7,2008,"COD","Abnorml",37,37,37,85.4
"432",432,1,50,"RM",60,5586,NA,"OldTown","Feedr","Norm","1Fam","1.5Fin",6,7,"CompShg","MetalSd","MetalSd","TA","TA","TA","TA","Unf",0,"Unf",0,901,901,"GasA","SBrkr",1088,110,0,1198,0,0,1,0,4,1,"TA",7,"Typ",0,NA,0,0,NA,NA,0,98,0,0,0,0,NA,"MnPrv",9,2008,"ConLD","Abnorml",88,0,10,79.9
"433",433,1,160,"RM",24,1920,NA,"BrDale","Norm","Norm","TwnhsE","2Story",5,5,"CompShg","HdBoard","HdBoard","TA","TA","TA","TA","ALQ",471,"Unf",0,294,765,"GasA","SBrkr",765,600,0,1365,1,0,1,1,2,1,"TA",6,"Min1",0,"Detchd",2,440,"TA","TA",240,36,0,0,0,0,NA,NA,8,2007,"WD","Normal",36,36,36,122.5
"434",434,1,60,"RL",100,10839,NA,"Gilbert","Norm","Norm","1Fam","2Story",6,5,"CompShg","VinylSd","VinylSd","TA","TA","Gd","TA","Unf",0,"Unf",0,926,926,"GasA","SBrkr",926,678,0,1604,0,0,2,1,3,1,"TA",7,"Typ",1,"Attchd",2,470,"TA","TA",0,36,0,0,0,0,NA,NA,7,2008,"WD","Normal",11,11,10,181
"435",435,1,180,"RM",21,1890,NA,"MeadowV","Norm","Norm","Twnhs","SFoyer",4,7,"CompShg","CemntBd","CmentBd","TA","Gd","Gd","TA","ALQ",495,"Unf",0,135,630,"GasA","SBrkr",630,0,0,630,1,0,1,0,1,1,"TA",3,"Typ",0,NA,0,0,NA,NA,88,0,0,0,0,0,NA,NA,6,2008,"WD","Normal",36,0,36,81
"436",436,1,60,"RL",43,10667,NA,"CollgCr","PosN","Norm","1Fam","2Story",7,6,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","GLQ",385,"ALQ",344,70,799,"GasA","SBrkr",827,834,0,1661,1,0,2,1,3,1,"Gd",6,"Typ",1,"Attchd",2,550,"TA","TA",158,61,0,0,0,0,NA,NA,4,2009,"ConLw","Normal",13,13,13,212
"437",437,1,50,"RM",40,4400,NA,"OldTown","Norm","Norm","1Fam","1.5Fin",6,8,"CompShg","Stucco","Stucco","TA","TA","Fa","TA","Unf",0,"Unf",0,648,648,"GasA","FuseA",734,384,0,1118,0,0,1,0,2,1,"TA",6,"Typ",0,"Detchd",2,440,"TA","TA",0,0,0,0,0,0,NA,NA,10,2006,"WD","Normal",86,16,56,116
"438",438,1,45,"RM",50,6000,NA,"BrkSide","Norm","Norm","1Fam","1.5Unf",6,7,"CompShg","Wd Sdng","Wd Sdng","Gd","TA","TA","TA","Unf",0,"Unf",0,884,884,"GasA","SBrkr",904,0,0,904,0,0,1,0,2,1,"TA",4,"Typ",0,"Detchd",1,180,"TA","TA",0,0,105,0,0,0,NA,NA,1,2009,"WD","Normal",83,83,5,119
"439",439,1,30,"RL",40,4280,NA,"Crawfor","Norm","Norm","1Fam","1Story",5,6,"CompShg","WdShing","Stucco","TA","TA","TA","TA","LwQ",365,"Unf",0,75,440,"GasA","SBrkr",694,0,0,694,0,0,1,0,2,1,"Gd",4,"Typ",1,"Detchd",1,352,"Gd","TA",0,0,34,0,0,0,NA,"MnPrv",3,2007,"WD","Normal",94,17,5,90.35
"440",440,1,50,"RL",67,12354,"Grvl","Edwards","Norm","Norm","1Fam","1.5Fin",6,8,"CompShg","Wd Sdng","Wd Sdng","TA","TA","TA","Fa","Unf",0,"Unf",0,684,684,"GasA","SBrkr",684,512,0,1196,0,0,1,0,3,1,"Gd",7,"Typ",0,"Detchd",2,528,"TA","TA",0,46,0,0,0,0,NA,"GdPrv",8,2009,"ConLI","Normal",89,4,9,110
"441",441,1,20,"RL",105,15431,NA,"NridgHt","Norm","Norm","1Fam","1Story",10,5,"CompShg","VinylSd","VinylSd","Ex","TA","Ex","TA","GLQ",1767,"ALQ",539,788,3094,"GasA","SBrkr",2402,0,0,2402,1,0,2,0,2,1,"Ex",10,"Typ",2,"Attchd",3,672,"TA","TA",0,72,0,0,170,0,NA,NA,4,2009,"WD","Normal",1,1,1,555
"442",442,1,90,"RL",92,12108,NA,"Edwards","Norm","Norm","Duplex","1Story",4,4,"CompShg","VinylSd","VinylSd","TA","TA","TA","TA","ALQ",133,"Unf",0,1307,1440,"GasA","FuseF",1440,0,0,1440,0,0,2,0,4,2,"Fa",8,"Typ",0,NA,0,0,NA,NA,0,0,0,0,0,0,NA,NA,9,2008,"WD","Normal",53,0,53,118
"443",443,1,50,"RM",52,6240,NA,"BrkSide","Norm","Norm","1Fam","1.5Fin",5,7,"CompShg","MetalSd","MetalSd","TA","TA","TA","TA","Unf",0,"Unf",0,1078,1078,"GasA","SBrkr",1128,445,0,1573,0,0,2,0,3,1,"TA",8,"Typ",1,"Detchd",2,360,"TA","TA",0,0,0,0,0,0,NA,NA,6,2008,"WD","Normal",78,78,16,162.9
"444",444,1,120,"RL",53,3922,NA,"Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,"CompShg","WdShing","Wd Shng","Gd","TA","Ex","TA","Unf",0,"Unf",0,1258,1258,"GasA","SBrkr",1258,0,0,1258,0,0,2,0,2,1,"Gd",6,"Typ",1,"Attchd",3,648,"TA","TA",144,16,0,0,0,0,NA,NA,6,2007,"New","Partial",1,0,0,172.5
"445",445,1,60,"RL",70,8750,NA,"CollgCr","Norm","Norm","1Fam","2Story",7,5,"CompShg","VinylSd","VinylSd","Gd","Gd","Gd","TA","GLQ",642,"Unf",0,273,915,"GasA","SBrkr",933,975,0,1908,1,0,2,1,4,1,"Gd",8,"Typ",1,"Attchd",2,493,"TA","TA",144,133,0,0,0,0,NA,NA,7,2008,"WD","Normal",14,14,13,210
"446",446,1,20,"RL",73,9855,NA,"Edwards","Norm","Norm","1Fam","1Story",6,5,"CompShg","Wd Sdng","Wd Sdng","TA","TA","TA","TA","Unf",0,"Unf",0,1436,1436,"GasA","SBrkr",1689,0,0,1689,0,0,1,0,3,1,"TA",7,"Typ",1,"Attchd",2,480,"TA","TA",0,0,0,0,0,0,NA,"MnPrv",11,2009,"COD","Normal",53,53,53,127.5
"447",447,1,20,"RL",137,16492,NA,"NAmes","PosA","Norm","1Fam","1Story",6,6,"CompShg","BrkFace","Plywood","Gd","TA","TA","TA","ALQ",247,"Rec",713,557,1517,"GasA","SBrkr",1888,0,0,1888,0,0,2,1,2,1,"Gd",6,"Mod",1,"Attchd",2,578,"TA","TA",0,0,0,0,0,0,NA,NA,6,2010,"WD","Normal",44,44,8,190
"448",448,1,60,"RL",0,11214,NA,"Gilbert","Norm","Norm","1Fam","2Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,930,930,"GasA","SBrkr",956,930,0,1886,0,0,2,1,4,1,"Gd",10,"Typ",1,"Attchd",2,431,"TA","TA",89,0,0,0,0,0,NA,NA,7,2006,"WD","Normal",8,8,7,199.9
"449",449,1,50,"RM",50,8600,NA,"IDOTRR","Norm","Norm","1Fam","1.5Fin",6,6,"CompShg","MetalSd","MetalSd","TA","TA","TA","TA","Unf",0,"Unf",0,780,780,"GasA","SBrkr",780,596,0,1376,0,0,2,0,3,1,"TA",7,"Typ",1,"Detchd",1,198,"TA","TA",0,0,0,0,0,0,NA,NA,6,2006,"WD","Normal",69,69,56,119.5
"450",450,1,50,"RM",50,6000,NA,"OldTown","Norm","Norm","1Fam","1.5Fin",3,7,"CompShg","MetalSd","MetalSd","TA","Gd","TA","TA","ALQ",331,"Unf",0,318,649,"GasA","SBrkr",679,504,0,1183,0,0,1,1,2,1,"TA",6,"Typ",0,"Detchd",1,308,"TA","TA",0,176,0,0,0,0,NA,NA,6,2007,"WD","Normal",59,26,5,120
"451",451,1,30,"RM",70,5684,NA,"OldTown","Norm","Norm","1Fam","1Story",6,8,"CompShg","Wd Sdng","Wd Sdng","TA","TA","TA","TA","Unf",0,"Unf",0,813,813,"GasA","FuseA",813,0,0,813,0,0,1,0,2,1,"Gd",5,"Typ",0,"Detchd",1,270,"Fa","Fa",0,113,0,0,0,0,NA,NA,6,2006,"WD","Normal",76,74,1,110
"452",452,1,20,"RL",62,70761,NA,"ClearCr","Norm","Norm","1Fam","1Story",7,5,"WdShngl","Plywood","Plywood","TA","TA","Gd","TA","ALQ",655,"Unf",0,878,1533,"GasA","SBrkr",1533,0,0,1533,1,0,2,0,2,1,"Gd",5,"Typ",2,"Attchd",2,576,"TA","TA",200,54,0,0,0,0,NA,NA,12,2006,"WD","Normal",31,31,31,280
"453",453,1,60,"RL",0,9303,NA,"Timber","Norm","Norm","1Fam","2Story",6,5,"CompShg","VinylSd","VinylSd","Gd","TA","Ex","TA","ALQ",742,"Unf",0,130,872,"GasA","SBrkr",888,868,0,1756,1,0,2,1,3,1,"TA",7,"Typ",0,"Attchd",2,422,"TA","TA",144,122,0,0,0,0,NA,NA,7,2007,"WD","Normal",11,11,10,204
"454",454,1,60,"FV",75,9000,NA,"Somerst","Norm","Norm","1Fam","2Story",8,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,768,768,"GasA","SBrkr",786,804,0,1590,0,0,2,1,3,1,"Gd",6,"Typ",0,"Attchd",2,676,"TA","TA",0,30,0,0,0,0,NA,NA,6,2009,"WD","Normal",1,1,1,210
"455",455,1,90,"RL",63,9297,NA,"Mitchel","Norm","Norm","Duplex","1Story",5,5,"CompShg","Plywood","Plywood","TA","TA","TA","TA","ALQ",1606,"Unf",0,122,1728,"GasA","SBrkr",1728,0,0,1728,2,0,2,0,4,2,"TA",8,"Typ",0,"Detchd",2,560,"TA","TA",0,0,0,0,0,0,NA,NA,7,2006,"WD","Family",30,30,30,188
"456",456,1,20,"RL",80,9600,NA,"NWAmes","Norm","Norm","1Fam","1Story",7,6,"CompShg","HdBoard","HdBoard","TA","TA","TA","TA","ALQ",916,"Unf",0,326,1242,"GasA","SBrkr",1242,0,0,1242,0,0,1,1,3,1,"TA",6,"Typ",1,"Attchd",2,528,"TA","TA",0,0,0,0,0,0,NA,NA,9,2007,"WD","Normal",34,34,34,175.5
"457",457,1,70,"RM",34,4571,"Grvl","OldTown","Norm","Norm","1Fam","2Story",5,5,"CompShg","AsbShng","AsbShng","TA","TA","TA","TA","Unf",0,"Unf",0,624,624,"GasA","SBrkr",624,720,0,1344,0,0,1,0,4,1,"TA",7,"Typ",0,"Detchd",3,513,"Fa","Fa",0,0,96,0,0,0,NA,NA,5,2008,"COD","Abnorml",92,92,58,98
"458",458,1,20,"RL",0,53227,NA,"ClearCr","Norm","Norm","1Fam","1Story",4,6,"Tar&Grv","Plywood","Plywood","TA","TA","Gd","TA","BLQ",1116,"Unf",0,248,1364,"GasA","SBrkr",1663,0,0,1663,1,0,1,0,2,1,"Gd",6,"Min1",2,"Attchd",2,529,"TA","TA",224,137,0,0,0,0,NA,NA,3,2008,"WD","Normal",54,54,14,256
"459",459,1,70,"RM",0,5100,"Grvl","OldTown","Norm","Norm","1Fam","2Story",8,7,"CompShg","Stucco","Wd Shng","TA","Gd","TA","TA","Unf",0,"Unf",0,588,588,"GasA","SBrkr",833,833,0,1666,0,0,1,0,3,1,"Gd",7,"Typ",1,"Detchd",1,228,"TA","TA",192,63,0,0,0,0,NA,"MnPrv",6,2008,"WD","Normal",83,83,12,161
"460",460,1,50,"RL",0,7015,NA,"BrkSide","Norm","Norm","1Fam","1.5Fin",5,4,"CompShg","MetalSd","MetalSd","TA","TA","TA","TA","LwQ",185,"Unf",0,524,709,"GasA","SBrkr",979,224,0,1203,1,0,1,0,3,1,"Gd",5,"Typ",1,"Detchd",1,352,"TA","TA",0,0,248,0,0,0,NA,NA,7,2009,"WD","Normal",59,59,59,110
"461",461,1,60,"FV",75,8004,NA,"Somerst","RRAn","Norm","1Fam","2Story",8,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","GLQ",544,"Unf",0,288,832,"GasA","SBrkr",832,1103,0,1935,1,0,2,1,3,1,"TA",8,"Typ",0,"BuiltIn",2,552,"TA","TA",0,150,0,0,0,0,NA,NA,12,2009,"New","Partial",0,0,0,263.435
"462",462,1,70,"RL",60,7200,NA,"SWISU","Feedr","Norm","1Fam","2Story",7,9,"CompShg","Wd Sdng","Wd Sdng","Gd","Gd","Gd","Gd","ALQ",350,"BLQ",210,0,560,"GasA","SBrkr",575,560,0,1135,1,0,1,0,3,1,"Gd",6,"Typ",0,"Detchd",2,576,"TA","TA",256,0,0,0,0,0,NA,"MnPrv",4,2009,"WD","Normal",73,38,2,155
"463",463,1,20,"RL",60,8281,NA,"Sawyer","Norm","Norm","1Fam","1Story",5,5,"CompShg","MetalSd","MetalSd","TA","TA","TA","TA","Rec",553,"BLQ",311,0,864,"GasA","SBrkr",864,0,0,864,0,0,1,0,3,1,"TA",5,"Typ",1,"Detchd",1,360,"TA","TA",0,0,236,0,0,0,NA,"GdWo",12,2009,"WD","Normal",44,44,44,62.383
"464",464,1,70,"RL",74,11988,NA,"Crawfor","Norm","Norm","1Fam","2Story",6,7,"CompShg","Stucco","Stucco","TA","TA","TA","TA","LwQ",326,"Unf",0,389,715,"GasA","FuseA",849,811,0,1660,0,0,1,1,3,1,"TA",6,"Typ",1,"Detchd",1,240,"TA","TA",0,0,0,0,0,0,NA,NA,8,2008,"WD","Normal",74,69,13,188.7
"465",465,1,20,"RL",60,8430,NA,"CollgCr","Norm","Norm","1Fam","1Story",5,5,"CompShg","HdBoard","HdBoard","TA","TA","Gd","TA","Rec",616,"Unf",0,424,1040,"GasA","SBrkr",1040,0,0,1040,0,0,2,0,3,1,"TA",5,"Typ",0,NA,0,0,NA,NA,0,0,0,0,0,0,NA,NA,8,2009,"WD","Normal",31,0,31,124
"466",466,1,120,"RM",0,3072,NA,"Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,1375,1375,"GasA","SBrkr",1414,0,0,1414,0,0,2,0,2,1,"Gd",6,"Typ",1,"Attchd",2,398,"TA","TA",144,20,0,0,0,0,NA,NA,5,2006,"WD","Normal",2,2,2,178.74
"467",467,1,20,"RL",85,10628,NA,"NAmes","Norm","Norm","1Fam","1Story",7,5,"Tar&Grv","Plywood","Plywood","TA","Gd","TA","Gd","GLQ",778,"Unf",0,499,1277,"GasA","SBrkr",1277,0,0,1277,1,0,1,0,2,1,"TA",5,"Typ",1,"Attchd",2,526,"TA","TA",0,0,0,0,176,0,NA,"GdWo",4,2007,"WD","Normal",37,37,37,167
"468",468,1,70,"RL",79,9480,NA,"NAmes","Artery","Norm","1Fam","2Story",5,7,"CompShg","MetalSd","MetalSd","TA","TA","TA","TA","LwQ",386,"Unf",0,342,728,"GasA","SBrkr",888,756,0,1644,0,0,1,1,3,1,"Gd",7,"Typ",2,"Attchd",1,312,"TA","TA",168,0,0,0,0,0,NA,NA,6,2007,"WD","Normal",65,65,12,146.5
"469",469,1,20,"RL",98,11428,NA,"NridgHt","Norm","Norm","1Fam","1Story",8,5,"CompShg","VinylSd","VinylSd","Gd","TA","Gd","TA","Unf",0,"Unf",0,1626,1626,"GasA","SBrkr",1634,0,0,1634,0,0,2,0,3,1,"Gd",7,"Typ",1,"Attchd",3,866,"TA","TA",0,44,0,0,0,0,NA,NA,5,2007,"WD","Normal",1,1,1,250
"470",470,1,60,"RL",76,9291,NA,"SawyerW","RRNe","Norm","1Fam","2Story",6,5,"CompShg","HdBoard","HdBoard","Gd","TA","Gd","TA","GLQ",426,"Unf",0,406,832,"GasA","SBrkr",832,878,0,1710,0,0,2,1,3,1,"Gd",7,"Typ",0,"Attchd",2,506,"TA","TA",144,70,0,0,0,0,NA,NA,6,2008,"WD","Normal",15,15,15,187
"471",471,1,120,"RL",0,6820,NA,"StoneBr","Norm","Norm","TwnhsE","1Story",8,5,"CompShg","HdBoard","HdBoard","Gd","TA","Gd","TA","GLQ",368,"BLQ",1120,0,1488,"GasA","SBrkr",1502,0,0,1502,1,0,1,1,1,1,"Gd",4,"Typ",0,"Attchd",2,528,"TA","TA",0,54,0,0,140,0,NA,NA,6,2010,"WD","Normal",25,25,25,212
